text,category,price
"M Calvin Klein Navy Stripe Bra Boyshort Brand is Calvin Klein. - YES, this is even more adorable in person! Have a limited amount! (1) Authentic Calvin Klein ONE Navy and White Stripe Set -Brand New with tags -Size MEDIUM -(1) Bralette (1) Boyshort -Sorry No Free Shipping! -My prices are already discounted as low as I can go. Please don't ask for a discount! -I would be glad to put together a bundle for you which will help save you money in shipping fees. -If you see a piece or a set listed but not your size/color please ask, I probably have it. -I can switch out a top or bottom size for you in a set. For an example, a Large top with a Medium bottom Tags: Calvin Klein panty set bikini style thing CK Bralette thongs Boy shorts underwear Women's CK sports bra undies lingerie Blue 10SeaGirl Lot 604",Women/Athletic Apparel/Sports Bras,46.0
"hollister sleeveless top!! Brand is Hollister.  Shipping. this is one of my favorite shirts that i'm selling, it's a long sleeveless top from hollister and is super cute for winter time! this would probably be between a small-medium size xx",Women/Tops & Blouses/T-Shirts,10.0
Bundle for So Grateful Brand is O'Neill. O'Neill Women's Rashguard XL. Old Navy Women's Tank XL.,Women/Athletic Apparel/Shirts & Tops,24.0
Happy Birthday martini glassLike new,Home/Kitchen & Dining/Dining & Entertaining,7.0
"DressThis dress is a rich red color, has side cut outs that wrap around the back, and is made of cool light fabric. The top portion of the dress fits like a medium, and the bottom fits like a small. Last photo I folded the top in to show the silhouette. New, never worn, didn't fit me well. IMPORTANT: Recommended for someone with a bigger top area, and small bottom area. DISCLAIMER: DO NOT PURCHASE MY ITEMS IF YOU PLAN TO LEAVE UNFAIR, INACCURATE RATINGS. I DESCRIBE EVERY ITEM IN FULL DETAIL, & I AM NOT RESPONSIBLE FOR YOU NOT KNOWING YOUR CORRECT SIZE IN CLOTHING. ALL UNPROFESSIONAL RATINGS WILL BE REPORTED. READ THE FULL DESCRIPTION.","Women/Dresses/Above Knee, Mini",11.0
neck and shoulder massager Brand is HoMedics.  Shipping. new in box,Other/Daily & Travel items/Personal Care,25.0
Vintage Troll Bundle Shipping. 12 vintage Trolls! All in really good shape.,Vintage & Collectibles/Antique/Collectibles,15.0
NWT VS Bling Crew Tee Brand is PINK. Brand new with tag Limited edition Size medium Silver sequins Victoria's Secret Color block rare campus shirt,Women/Tops & Blouses/T-Shirts,47.0
PINK Victoria's Secret Hoodie/Sweatshirt Brand is PINK. New without Tags PINK by Victoria's Secret Hoodie/Sweatshirt. Size Small but fits like a Large. Never worn. 100% Cotton. Nice and soft. Super comfortable!,Women/Sweaters/Hooded,22.0
Life is good Brand is Life Is Good. Super cute Drawstring bag,Women/Women's Handbags/Backpack Style,19.0
2 Nike Sport Bras M Brand is Nike.  Shipping. 2 Nike-Pro sport bras medium sizes,Women/Athletic Apparel/Sports Bras,15.0
"Fiona Stiles Illusions Blush Palette Shipping. Fiona Stiles light illusions prism palette trio, blushes & highlights. each swiped once comes with box. Retails [rm]",Beauty/Makeup/Makeup Palettes,11.0
Flannel DressMid thigh-mini flannel dress,"Women/Dresses/Above Knee, Mini",18.0
"Nude Patent Studded Flats NWOT Shipping. Brand new! Nude Patent leather flats with nude studs and one ankle strap! True to size. Shoe is ""epic"" by betsyville! Smoke free pet free. [rm] shipping and 10% fee included in price",Women/Shoes/Flats,40.0
Vera bradly backpack Brand is Vera Bradley. Tutti fruity campus tech style backpack. It has 3 spacious pockets (2 biggest pockets are pictured). Has some scuff marks on the bottom on the bag from being put down on the floor in school. It's a great backpack & holds up well. Originally bought for [rm],Women/Women's Handbags/Backpack Style,31.0
Twin baby dollsTwin baby dolls with a bouncy chair and crib. Good condition purchased at toys r us barely played with,Kids/Toys/Dolls & Accessories,12.0
Zone in lululemon Brand is Lululemon. New with tags Size 4 Teal color,"Women/Athletic Apparel/Pants, Tights, Leggings",46.0
VS NEW SEALED TEASE Perfume [rm] VALUE Brand is Victoria's Secret.  Shipping. Retails : 68.00 New ! And sealed ! Never used! Full size !,Beauty/Fragrance/Women,50.0
Too Faced Metled Brand is Too Faced. Too Faced Melted lipstick. Melted nude,Beauty/Makeup/Lips,10.0
"Toms Shoes Size 8 Gray Brand is TOMS.  Shipping. Excellent condition, smoke free and pet free, gray and black, tom's Flats",Women/Shoes/Loafers & Slip-Ons,24.0
Mary kay brow defined pencil (brunette) Brand is Mary Kay.  Shipping. No description yet,Beauty/Makeup/Eyes,7.0
"Tieks size 6 (Chestnut color)Thinking about selling, I just don't wear them enough. Looking to see if people are interested! There is minimal wear, I have only wore them about five times. The pics above show where there is some scuffs. Comes with box they send and the bag to hold them or the shoes you are taking off and the cute flower they send you!",Women/Shoes/Flats,166.0
Pink sweatpants Brand is PINK. Pink sweatpants Victoria secret/pink X-small New without tags Selling for [rm],Women/Athletic Apparel/Tracksuits & Sweats,24.0
Peach Tshirt Brand is American Eagle.  Shipping. American eagle Tshirt. Size is XL and has sheer sleeves. It has been worn and washed,Women/Tops & Blouses/T-Shirts,6.0
Black TomsBarely ever worn in great conditon,Women/Shoes/Flats,19.0
"DANSKO Women's Sandals Black SzDansko women's black sandals. Made of leather in a size 41 or 10 - 10.5. Sandals have a strap that wraps around the ankle with an adjustable buckle on the side. Measurements: 10 5/8"" long x 3 3/4"" wide. Heel is 2.5"". Like new condition. Item comes from a smoke free home. Questions? Please feel free to ask. Bundle to save.",Women/Shoes/Sandals,31.0
LIPSENCE BOUGAINVILLEA GLOSS Brand is SeneGence.  Shipping. 1 LIPSENCE BOUGAINVILLEA LIP GLOSS FREE SHIPPING THE SAME OR NEXT DAY ♡,Beauty/Makeup/Lips,22.0
Colombian jeansButt lifting Size 5,"Women/Jeans/Slim, Skinny",21.0
Kids Burberry shoes***PRICE IS FIRM*** Burberry sneakers Size 35 us size 3y Has wear but still lots of wear left Boys Girls selling at less than a third the cost.. I paid [rm] plus tax,Kids/Boys (4+)/Shoes,46.0
Ps I love you Brand is Bath & Body Works.  Shipping. Bath and body works ps I love you full size spring fling and mini regular Never used Discontinued scents,Beauty/Fragrance/Women,15.0
"NWOT Women's hdygrlz tank top Shipping. Size medium, never worn, originally bought for [rm], dj merchandise for flosstradamus","Women/Tops & Blouses/Tank, Cami",12.0
Size 24 hollister skinny jeans Brand is Hollister. Women's size 00 Holister skinny jeans light wash no rips or holes W 24 L 32,"Women/Jeans/Slim, Skinny",12.0
FREE SHIP MAC Strobe Cream + Mascara NEW Shipping. Strobe Cream + Mascara Minis- brand new!,Beauty/Makeup/Face,11.0
MIA Leather Grey Boots Sz 8.5. Wide Calf Brand is M.I.A..  Shipping. MIA Leather Grey Boots Sz 8.5. Wide Calf ...There is wear (couple)spots in random spots on the boots ...but not noticeable from far away...other then that they are still wearable...no holes or major damage...in Good/Fair Condition,Women/Shoes/Boots,22.0
"AUTHENTIC RAY BAN AVIATOR Brand is Ray-Ban. FRAME & LENSES Frame material: Metal Frame color: Gold Lenses: pink SIZE: 62mm Shape: Pilot Comes with box, leather case, booklet ,",Women/Women's Accessories/Sunglasses,61.0
Monster High Toralei freaky fusion Brand is Mattel®.  Shipping. Great shape! Has all accessories Free shipping Check my home page for the tons of monster High goodies I have,Kids/Toys/Dolls & Accessories,9.0
Lularoe constellation Bears OS Shipping. Gorgeous constellation California Bears on a gorgeous blue background. Super unicorn. Rare and hard to find. Brand new with tags. Never been worn or tried on I ship same day!! Great for spring and easter. Keywords. Solid black animals paisley bears elephants mosaic deer anchors arrows cowboy boots animals Valentine's hearts roses,"Women/Athletic Apparel/Pants, Tights, Leggings",35.0
Gray Coach purse with mini change purse Brand is Coach. No description yet,Women/Women's Handbags/Shoulder Bag,34.0
"Contacts ( Bundle )Customers FAV!! Contact colors : Green, Sterling Gray, Pure Hazel FreshLook Colors Blends Brand New Never used No prescription Expiration date 2023 Will ship ASAP!! Will bundle if requested Colors: Pure Hazel, Amethyst, Green and Sterling Gray",Beauty/Makeup/Eyes,32.0
Bubble Donut Squishy Shipping. Brand new in packaging May have manufacturing defects 6 cm diameter,Vintage & Collectibles/Antique/Collectibles,5.0
"Free ship black lace choker Shipping. ❦Handmade Lace Choker that ties in the back. The strings are waterproof sealed ❦Free shipping with first class tracking. ❦Full Length of Choker: 32 in ❦Length of lace: 7 in ❦Width: 3/8 "" ❦Please keep in mind that this item is handmade with love and is fragile. Strings have a coffee ombré color to give off a natural look with the lace. ❦Price is firm Comes gift wrapped stylish fashion necklace forever21 choker handmade cute chic 90s urban outfitters casual trend accessory cheap jewelry brandy melville john galt american apparel Matte kpop kylie jenner kawaii kitten pastel goth cry baby coachella 2017 valentine gift",Women/Jewelry/Necklaces,3.0
Run Disney new balance bundle Brand is New Balance. Size 10 men's Donald run Disney new balance sneakers with box Vera Bradley cosmetic bag!,Men/Shoes/Athletic,104.0
"3 Mac Eyeshadow Bundle Brand is MAC. 3 individual Mac eyeshadows. Very gorgeous colors, a dark purple in Beauty Marked, a dark green in Fiction, and a pearl tan in Ricepaper. Beauty Marked & Fiction are new never used, swatched once! Ricepaper has been used a bit but has a lot left! All are shimmery (:",Beauty/Makeup/Eyes,16.0
Mach 3 Razors - 8 Pack Brand is Gillette.  Shipping. New in packaging! Generic,Other/Daily & Travel items/Personal Care,6.0
Lularoe octopus leggings OS Shipping. **Making a trip to post office Monday morning. Dropping price so i can ship everything out in one trip.** Brand new NEVER worn OS Lularoe octopus leggings No tags Made in Vietnam Black background Unicorn Beautiful Print,"Women/Athletic Apparel/Pants, Tights, Leggings",30.0
Lps cat Brand is Littlest Pet Shop.  Shipping. Littlest pet shop,Kids/Toys/Action Figures & Statues,22.0
Kiss nails Shipping. Both brand new [rm] each or both for [rm] check out my closet I will bundle :),Beauty/Makeup/Nails,10.0
Younique 3D Fiber Lash+ Brand is Younique.  Shipping. Brand new. Package never opened. Younique 3D Fiber Lash+....it's the newest version out. Original price [rm],Beauty/Makeup/Eyes,27.0
NWT Victoria's Secret Grey Sports Bra Brand is Victoria's Secret.  Shipping. NWT Victoria's Secret Grey Sports Bra,Women/Athletic Apparel/Sports Bras,13.0
New 50 Pieces Mix Jewelry Lot WholesaleNew condition Rings Bracelets Earrings Necklaces,Women/Jewelry/Necklaces,46.0
TC Lularoe Bald Eagles Leggings Brand is LuLaRoe.  Shipping. Maybe worn one time. Small amount of piling in crotch- pictured above.,"Women/Athletic Apparel/Pants, Tights, Leggings",23.0
Chacos Brand is Chaco. Chacos for sale. Great condition! Size 7,Women/Shoes/Sandals,74.0
"2×Iphone7&7plus charger/listen music Shipping. Iphone7&7plus charger/listen music togeth AFTER YOU MADE PURCHASE LEAVE MESSAGES WHAT COLOR YOU LIKE OTHER WISE I WILL SHIPPED ANY COLOR THANKS Items check and tested before ship out AVAILABLE COLOR: Silver Gold Black Rose Gold  1pc for [rm] 2pc for [rm] Features 100% Brand New and High Quality Compatible with : For Apple iphone 7 / 7 plus / 6 / 6 plus / 6s / 6s plus / 5 / 5s Charging and music at the same time NOTE: This adapter will ONLY work with your headphone speakers / home stereo / car stereo   You WILL NOT be able to use your microphone or the volume button on your headphones.   The microphone is not valid, so you can not use it to call Product Description: With the new iPhone coming, you will no longer have access to an audio jack for your audio experiences.   To use your existing wired headsets or headphones, you will need a adapter. It can help you for your audio experience. Package Include: 1* headphones adapter",Electronics/Cell Phones & Accessories/Cables & Adapters,14.0
nike air maxes Brand is Nike. turquoise nike air maxes. only worn two times!! size 7 great condition. very comfortable. my favorite running shoes! but they no longer fit :(,Women/Shoes/Athletic,41.0
BRANDY Melville Sweatshirt Brand is Brandy Melville. NEW-Brandy Melville/John Galt..Soft and Comfy Gray Sweatshirt..Cotton..Tag says medium,Women/Sweaters/Crewneck,15.0
iPhone 6S PLUS. 64gb (T-MOBILE) Brand is Apple. New never used Doesn't come with charger or headphones. Comes with box iCloud unlocked CARRIER IS T-MOBILE,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,436.0
Wall decor flower accent Shipping. Teal and grey flower hook wall decor accent. New never used. In great condition Measurements 4.92 in x 1.97in x 12.13 in ( 12.5cm x 5cm x 30.8cm ),Home/Home Décor/Home Décor Accents,9.0
Colourpop Brand is MAC. Highlighter and sculpting stick brand new.,Beauty/Makeup/Lips,14.0
"Lifeproof case only iPhone 6/6s blk Shipping. 100% authentic Minor scratches Case is not perfect, used Free shipping Ships within 24 hours of purchase Price is firm","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",12.0
Huda Rose Gold Palette Brand is Huda Beauty.  Shipping. Huda rose gold palette with really nice colors brand new just came with a little scratch on the clear part of the case.,Beauty/Makeup/Makeup Palettes,35.0
iPhone 5/5S life proof Shipping. iPhone 5/5S life proof that comes in original box with headphone jack. It's in great condition just needs a good cleaning on the back because it's white. Still waterproof! And has fingerprint so can work with iPhone 5S. Only reason I'm getting rid of it is because I got the iPhone 7,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",19.0
"BLACK KAHBUKI BRUSH SET Shipping. *FREE 2DAY SHIPPING * *100% BRAND NEW * (Images are just for personal use, every order is a brand new item) 10pcs brushes include all the basics you need for daily applications High quality and beautiful brushes. The bristles are very soft and good quality, comfort your skin. Perfect for both professional use and personal use! Material: High Quality Nylon material and soft Synthetic Wooden handle The bristles are very soft and good quality",Beauty/Tools & Accessories/Makeup Brushes & Tools,20.0
"(1) Exclusive SUPREME Stickers Tumblr Shipping. Vinyl / Waterproof 3.5in × 1in • 1 for [rm] • 2 for [rm] • 3 for [rm] • 4 for [rm] • 5 for [rm] More bundle deals available upon request Feel free to message is with any further questions :) EXTRA TAGS -- Tumblr, Nike, Victorias Secret, Android, Pink, Adidas, Yeezys, Apple, Cellphone, MissMe, Jordan, Supreme, Phone case",Other/Other/Other,3.0
Naturalizer white sandals leather 10 Shipping. Brand new never worn size 10 leather Naturalizer brand new never worn size 10 letter Naturalizer brand new never worn size 10 weather Naturalizer brand new never worn size ten leather Naturalizer brand new never worn size 10 Lether Naturalizer the heel is about 2 inches super comfortable,Women/Shoes/Sandals,15.0
Hunter Boots Brand is Hunter. Deep purple colored Size 9 Fantastic condition! Nothing wrong with them,Women/Shoes/Boots,89.0
"Anastasia Beverly Hills Palette Shipping. Welcome to our store! FREE SHIPPING + BRAND NEW + New Year About the Product: * Eye shadow in tempera (beige, ultra-matte) * Golden ochre (earthy yellow, ultra-matte) * Vermeer (iridescent shell, metallic finish) * Buon fresco (antique lavender, ultra-matte) * Antique bronze (metallic sable, satin finish) * love letter (raspberry, ultra-matte) * Cyprus umber (dark coffee, ultra-matte) * Raw sienna (neutral amber, ultra-matte) * Burnt orange deep orange, ultra-matte) * Primavera (shimmery gold, ultra-matte) * Red ochre (sienna, ultra-matte finish) * Venetian red (crimson, ultra-matte) * Warm taupe (earthy gray, ultra-matte) * Realgar (brick, ultra-matte) * Dual-sided soft bristle brush HOW LONG WILL IT TAKE TO GET MY ORDER? we will ship within 2-3 days, it will take around 5-7 business days to arrive. Package include: 1*Modern Renaissance Palette @ Modern Renaissance,Christmas Gifts. Wish you a happy shopping!",Beauty/Makeup/Face,22.0
Small Lularoe red Irma free shipping Shipping. Worn and washed once per Lularoe standards True red This is not a t-shirt material. Slinky but not silky.,Women/Tops & Blouses/Tunic,25.0
Air Jordan Fire Red 3 Retro Brand is Air Jordan. 100% Authentic In Great Condition Come with Original Box Fast Shipping,Men/Shoes/Fashion Sneakers,71.0
"XL CarlyLularoe, brand new with tags!",Women/Dresses/Knee-Length,56.0
Champagne Toast 2 piece set! *New* Brand is Bath & Body Works. Brand new Price is firm :) No free shipping. Includes: 1 Ultra Shea lotion 1 Fine Fragrance Mist Happy Shopping :),Beauty/Fragrance/Women,36.0
"VS PINK Swoop Neck Crew Small S Brand is PINK.  Shipping. Victoria's Secret PINK Size: Small Style: Swoop neck crew. Would pair perfectly with a tank top. Color: Black with white lettering Condition: Material has no stains, holes or snags. Comes from a smoke-free home. Shipping: Item is dropped off at USPS within 24 hours of purchase.",Women/Sweaters/Crewneck,18.0
Tarte Tartette Tease Palette Brand is Tarte. Has been used but still tons of products left. Top middle color used most as seen in photo. Top: Left used a handful of times Right used about three Bottom: Left used once Middle used about three Right unused Has been cleaned and sanitized.,Beauty/Makeup/Makeup Palettes,14.0
STERLING CRYSTAL NECKLACESIGNED DBJ FOR JASCO AND 925 MEASURES 16 TO 20 INCHES,Women/Jewelry/Necklaces,10.0
ALL 6 MAUVE MATTE LIPSTICK Shipping. 100% AUTHENTIC BRAND NEW SEALED ALL 6 COLORS LIPLINER SET NEW PRICE IS FIRM ⚡️PICTURE REFLECTS WHAT THE COLOR MAY LOOK ON THE LIPS! PLEASE KEEP IN MIND THAT IT SHOWS DIFFERENTLY ON DIFFERENT SKIN TONES IT MAY OR MAY NOT LOOK AS DARK!⚡️ PET AND SMOKE FREE HOME CHECK OUT MY OTHER LISTINGS INCLUDING KYLIE JENNER LIPSTICK KIT,Beauty/Makeup/Lips,11.0
50 POLYMAILERS 10X13 UNICORN Shipping. 10X13 POLYMAILER DURABLE HIGH QUALITY SELF ADHESIVE WATER RESISTANT NON-BUBBLE POLY MAILER 10 X 13 ALSO AVAILABLE: KEEP CALM AND GO SHOPPING MULTI- COLORED ROSE PATTERN CHRISTMAS PATTERN PINK HEARTS HAWAIIAN PINK HAWAIIAN BLUE DAISY BALLOON HIBISCUS FLOWER YELLOW I BELIEVE IN UNICORNS PINK I BELIEVE IN UNICORNS BLUE 20 [rm] 30 [rm] 40 [rm] 50 [rm] 100 [rm] MIX AND MATCH ... LET ME KNOW PATTERN AND QUANTITY IN COMMENTS,Other/Office supplies/Shipping Supplies,13.0
NWT Maroon Bralette Brand is Charlotte Russe.  Shipping. New with tags maroon bralette from charlottes Russe. Size is a medium! No flaws at all! Second picture shows the padding!,Women/Underwear/Bras,10.0
Three Cent Piece Shipping. 1 Nickle Three Cent Coin 1865,Vintage & Collectibles/Antique/Collectibles,15.0
2pc Knit Cardigan sz S/MBrand New with Tag 2 cardigans Both size S/M Color: white and old rose Bell sleeves 100% Acrylic Price is Firm!,Women/Sweaters/Cardigan,14.0
"Athletic Do You Even Brand is Nike. Brand new, Do You Even, athletic brand from Australia Worn one time, Too big, paid [rm] Last two photos from website","Women/Athletic Apparel/Pants, Tights, Leggings",26.0
"2015 cheap top female chiffon blouse Shipping. Size large, cheaply made but it still pretty for the most part. Cheap women plus size lattice wAve point slim flounce chiffon short sleeve shirt blouse.polca dots design color off white. You can match short or long pants attire",Women/Tops & Blouses/Blouse,12.0
"5003G-12: Gold Frame Clear Lens Aviators Shipping. A beautiful and popular style of aviator sunglasses! • Clear lenses • Metal frame • Shatter proof lenses • 100% UV Protection Color: Gold frame Gender: Men and Women • Every pair purchased includes these bonus items: • Microfiber Bag • Cleaning Cloth ✏ See all of our Sunglasses quicker by searching shademe sunglasses in the search bar! ========================================== ✅ YES! We bundle! ✅ 100% Satisfaction Guaranteed! If for any reason you are not satisfied, we will refund, replace or exchange! Please be sure to contact us before rating if you aren't satisfied :-) ✅ Buy with confidence! 99% Customer Satisfaction! ✅All orders placed before 4pm eastern Monday - Friday are shipped same day! Orders placed after 4pm or on weekends and holidays ship next business day. ========================================== We appreciate you browsing our listings! #ShadeME - Style for your eyes and your phone! #Sunglasses 5003",Women/Women's Accessories/Sunglasses,8.0
"Women's NIKE Dri-Fit Golf Shirt Brand is Nike.  Shipping. Size M , purple , NWOT new without tags",Women/Athletic Apparel/Shirts & Tops,12.0
"Authentic Tory Burch All T Hobo; Brand is Tory Burch. Authentic Tory Burch all T Hobo Color Light Oak Lightly used- still have tag; will Be in pocket of bag. Some wear on bottom(see pic above) but it's really in great condition. Large Width (at base): 16"" Height: 12"" Depth: 9.5"" Handle Drop: 11""",Women/Women's Handbags/Shoulder Bag,199.0
"Nike Tom Ford Bundle Brand is Nike. Great condition light weight women's Nike training shoes Sz7 flex supreme TR4, black, grey, white, and pink in color, black laces,Tom ford Miranda butterfly women's sunglasses, has some minor scratches but still has lots of life!!",Women/Shoes/Athletic,66.0
Lularoe OS leggings Brand is LuLaRoe.  Shipping. Hard to find EUC,"Women/Athletic Apparel/Pants, Tights, Leggings",23.0
Zara long sleeve with elbow patches Brand is ZARA. Zara TRAFALUC Size S Elbow patches Polyester blend,Women/Tops & Blouses/T-Shirts,16.0
Victoria secret strapless braHas straps or can use low back dress white worn once has pads that come out size 38 C,Women/Underwear/Bras,19.0
Mens sperrys HOLD FOR CHILL DILL Brand is Sperry Top-Sider. Mens sperrys brown SZ:14 Condition:9/10 worn 1x other then that great condition almost new Shipping:will be shipped no longer then 3 days after practice PRICE 30$ OBO,Men/Shoes/Fashion Sneakers,26.0
"Calico Cat BookendsMade In Taiwan Calico cat bookends. Blue colored flowers. Notice tiny speck chip on the right cat. Still very nice vintage item. 5 1/4"" H......5"" W Weigh 6pds",Home/Home Décor/Home Décor Accents,26.0
Urban outfitters white logo tank top Brand is Urban Outfitters. Size s Length 26 inches,"Women/Tops & Blouses/Tank, Cami",7.0
"Victoria's Secret VSX Sport Hat Brand is Victoria's Secret.  Shipping. Brand new. Black. 100% cotton with embroidered logo in white. Adjustable back. Will ship out on Tuesday, October 25th Free shipping",Women/Women's Accessories/Hats,12.0
"PINK Insulated Travel Cooler Brand is PINK. PINK by Victoria's Secret Fluorescent Pink Insulated Travel Cooler Comfortable Carry Strap. PINK Logo Dog Key Fob Attached Zipper closure BNWT ×××I WILL PAY SHIPPING!!××× (Perfect Beach Accessory, Tote Your Beverage Coolers, Packed Lunch or Snack..etc...) ***Please check out my other listings!*** ***Bundle 2 or more items and save an additional 10% & pay only 1 shipping charge*** ***Considering all reasonable offers*** ***please FOLLOW me & check in weekly to see new listings!***",Women/Women's Handbags/Totes & Shoppers,14.0
6 Matte LipglossBrand is Kleancolor. See pictures for color specifics. Sold as a set. No free shipping. Bundle to save on shipping fees.,Beauty/Makeup/Lips,9.0
XBOX ONE Sniper Elite 3 game Brand is Xbox. XBOX ONE Sniper Elite 3 game,Electronics/Video Games & Consoles/Games,14.0
Butterbeer Cup Shipping. Harry Potter Butterbeer Cup from Universal Studios.,Home/Kitchen & Dining/Coffee & Tea Accessories,6.0
"flowy baseball tee Brand is FULL TILT.  Shipping. dark gray and white baseball style pocket tee! size small from tillys, similar to a brandy Melville top",Women/Tops & Blouses/Knit Top,7.0
"Gold Bead & Tassel Earrings Shipping. Siggy This listing is for these beautiful gold tone metal and muted gold seed bead earrings. Hanging off the bottom of these are 3 silken chocolate brown string tassels. These are brand and have never been worn. The length of these is almost 5"" down and would lightly dust the shoulder. They have gold tone hooks and with come with clear rubber stoppers. Very cute! Perfect condition!",Women/Jewelry/Earrings,10.0
Decree shorts size 5 Brand is Decree.  Shipping. Very comfortable shorts! Have studs on the front Any questions just ask! Bundle and save!,Women/Athletic Apparel/Shorts,12.0
"Azalea Pink Long lasting matte lipgloss Shipping. ⚡Comment for a custom Bundle of any of my listings and save⚡⚡ 1 lippie for    [rm] 2 lippies for  [rm] 3 lippies for  [rm] 4 lippies for  [rm] 5 lippies for  [rm] 6 lippies for  [rm] 7 lippies for  [rm] 8 lippies for [rm] Etc.... ✔Brand new ✔Sealed Kleancolor Madly matte lipgloss Goes on gloss and sets matte  ⚡NOTE⚡ I try my best to research the color and give you a great idea of what it looks like. I spend a lot of time on this. Please refer to swatch pics as well! Picture is a close depiction of the color. Shades may appear slightly lighter/ darker depending on lighting and skin tone variances, and the amount of gloss applied",Beauty/Makeup/Lips,5.0
Etrian Odyssey untold Brand is Nintendo.  Shipping. Music Cd and design book included,Electronics/Video Games & Consoles/Games,20.0
Xbox one tomb raider Shipping. Definitive edition. No scratches! Discounts offered on bundles!,Electronics/Video Games & Consoles/Games,14.0
Burnt orange cardigan Brand is American Eagle. Flowy and very soft cardigan. Buttons with pockets in the front. Elbow length sleeves. Perfect for fall layering!,Women/Sweaters/Cardigan,14.0
Victoria's Secret top Brand is Victoria's Secret. Bombshell swimsuit; adds two cup sizes Worn about 2 times 32A,Women/Swimwear/Two-Piece,29.0
Trader Joe's Virgin Coconut Oil 473mlNew and unopened Trader Joe's Organic Virgin Coconut Oil 16 fl oz or 473 ml. 100% authentic Trader Joe's product.,Beauty/Skin Care/Body,14.0
Brandy Melville Blush Joanne Tank Brand is Brandy Melville.  Shipping. Brandy Melville Blush Joanne Tank New without tags,"Women/Tops & Blouses/Tank, Cami",24.0
Black long boots Brand is Steve Madden.  Shipping. Black biker boots. True to size and very comfy they are great with leggings and skinny jeans. The are in great conditions and fit wide calf. Calf measures 7/12 when flat.,Women/Shoes/Boots,36.0
"Sz8 Jantzen navy & White Striped Tankini Brand is Jantzen.  Shipping. Bikini halter top, with slight padding, no cups. Great condition. No marks or stains. Tags: navy blue and white striped",Women/Swimwear/One-Piece,9.0
"LAMB perfume gift set Gwen Stefani NEWThis gift set includes perfume, body lotion and shower gel. These have never been used. ****However, the box is dirty due to storage and the actual perfume bottle has slight discoloration. Please see all pictures**** Price and shipping are firm.",Beauty/Fragrance/Women,34.0
Womens underarmour hoodie M Brand is Under Armour. Womens underarmour hoodie. Size medium. I love to bundle to save on shipping! Check out my other listings!,Women/Sweaters/Hooded,21.0
"Nuggets Hardwood Claasic Shipping. In pretty good shape, does have a couple small runs see pictures.",Men/Athletic Apparel/Jerseys,17.0
Nike Flip Flop Brand is Nike. Grey and orange flip flop with foam footbed. Only worn a few times. Nothing is wrong with them. Practically new. Message me offers.,Women/Shoes/Sandals,14.0
"""Sex In The City 1&2""--NO FREE SHIPPING-- •No Scratches• •Price Firm• ◆All PRICES Are FIRM Since Mercāri Charges 10% Sellers Fee On Every Single Transaction. ◆Ask Me To Bundle Items To Save On Shipping Fees. ◆ADULT OWNED 100% AUTHENTIC MOVIES, I Do Not Sell Bootleg Copies Or Cheap Imports.",Electronics/Media/DVD,11.0
red cute bootiesAsk me for any questions. :),Women/Shoes/Boots,15.0
"Vintage Jewelry LOT Brand is Vintage.  Shipping. Costume & Real Jewelry lot. Necklace chain Silver Ladybug necklace PINS: Flower, US Flag, Pink Breast Cancer Ribbon, Mouse with diamond eyes and diamond nose 1 pair of clip on earrings (1) jade sleevecuff jewelry 2 misc buttons 1 diamond triangle hairclip. Gold & diamond piece on chain Pearl piece Gold bracelet. Vintage jeweled cuff 4 engagement style rings, 1 jaguar ring, 2 handmade indian rings, avon ring, costume jewelery ring. fast shipping, free shipping, bundle items to save money shop my closet by clicking my name below under seller!",Women/Jewelry/Rings,25.0
"Hold anny 14k gold nugget ring Shipping. 14k kt gold marked I don't know weight if is real, plated or filled. Has some weight on it",Women/Jewelry/Rings,50.0
"Coco Chanel Mademoiselle 3.4 FL OZ Shipping. Brand new, in the box, never used",Beauty/Fragrance/Women,55.0
Minnie Mouse & Winnie the Pooh scrubs Shipping. Two Scrub tops Minnie Mouse and Winnie the Pooh only Both size Large Excellent condition,Women/Tops & Blouses/T-Shirts,16.0
"Anastasia Brow Wiz Medium Brown Brand is Anastasia Beverly Hills.  Shipping. Authentic. Brand new. Never opened. Medium Brown color. Price is firm, it includes shipping.",Beauty/Makeup/Eyes,15.0
"Alice + Olivia Haber leather T back tank Brand is Alice + Olivia. Go from day to night in style with the Alice + Olivia haber leather-trimmed burnout-effect chiffon top, featuring lined, loose fit, partially lined. Cut for a loose fit. Buttery soft lambskin leather in back with zipper and hook closure at top. No trades","Women/Tops & Blouses/Tank, Cami",54.0
Nike sweat pants and hooded full zip Brand is Nike. Gray pants size small. Matching full zip size large.,Women/Athletic Apparel/Tracksuits & Sweats,14.0
Victoria's Secret PINK leggings LARGE Brand is PINK.  Shipping. Victoria's Secret PINK leggings LARGE BLACK and Olive green Size LARGE NWOT PINK NATION FREE SHIPPING,"Women/Athletic Apparel/Pants, Tights, Leggings",20.0
Lularoe TC leggings Shipping. Good used condition green TC leggings. The tiniest amount of pilling. Washed per LLR standard.,"Women/Athletic Apparel/Pants, Tights, Leggings",15.0
